cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,time,n_actions,uncover_train,conflict_train,uncover_test,conflict_test
0.08447169206742214,0.44808743169398907,0.5325591237614112,0.08098376257184191,0.5116279069767442,0.5926116695485861,31586.290520516108,8,0.03551912568306011,0.1359773371104816,0.046511627906976744,0.21951219512195122
0.1099953953781739,0.2737642585551331,0.383759653933307,0.11687585597708926,0.3389830508474576,0.4558589068245469,35635.14340880804,8,0.02091254752851711,0.6349514563106796,0.05084745762711865,0.6428571428571429
0.18901037640527277,0.48024316109422494,0.6692535374994977,0.19550607883659876,0.4666666666666667,0.6621727455032654,31641.342098707915,8,0.0364741641337386,0.19558359621451105,0.08888888888888889,0.2682926829268293
0.12621441508867814,0.3313953488372093,0.4576097639258874,0.11446322864839849,0.3559322033898305,0.470395432038229,37366.73573635297,8,0.001937984496124031,0.7572815533980582,0.01694915254237288,0.7758620689655172
0.28812422473422067,0.4387755102040816,0.7268997349383023,0.3042659395930424,0.43209876543209874,0.7363647050251412,40115.57089496008,8,0.027696793002915453,0.2143928035982009,0.06172839506172839,0.14473684210526316
0.27536454439406266,0.36276083467094705,0.6381253790650097,0.2684720551989701,0.3125,0.5809720551989701,39279.35119581502,8,0.033707865168539325,0.11627906976744186,0.03125,0.0967741935483871
0.08993846245276586,0.0940959409594096,0.18403440341217547,0.09118275802552296,0.08064516129032258,0.17182791931584554,36232.53633750416,8,0.01107011070110701,0.4626865671641791,0.016129032258064516,0.4426229508196721
0.19809372237890913,0.5826235093696763,0.7807172317485854,0.21639836418904954,0.6724137931034483,0.8888121572924979,38204.709234826965,8,0.02385008517887564,0.2600349040139616,0.034482758620689655,0.25
0.13959566125138095,0.5074626865671642,0.6470583478185452,0.14942081546597946,0.5076923076923077,0.6571131231582872,36547.918739249,8,0.05543710021321962,0.24379232505643342,0.07692307692307693,0.16666666666666666
0.3022843793770762,0.526829268292683,0.8291136476697591,0.3377051282196256,0.5869565217391305,0.9246616499587561,35818.138980717165,8,0.01951219512195122,0.2810945273631841,0.06521739130434782,0.3023255813953488
