cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,time,n_actions
0.5173977383244395,0.3660130718954248,0.8834108102198643,0.4619557373948157,0.43243243243243246,0.8943881698272482,1886.9717744259979,8
0.41152905183081717,0.0213903743315508,0.43291942616236795,0.4703920400158905,0.05555555555555555,0.5259475955714461,1228.3652025160263,8
0.5524531167992237,0.468,1.0204531167992237,0.5753992429405446,0.5769230769230769,1.1523223198636214,1694.58415047999,8
0.6033995262412836,0.3904761904761905,0.9938757167174741,0.6478283883697883,0.5454545454545454,1.1932829338243338,1482.892496415996,8
0.6792539694367743,0.5151515151515151,1.1944054845882894,0.7184475516080796,0.5454545454545454,1.263902097062625,2885.00001030002,8
0.48022016415946106,0.7171314741035857,1.1973516382630467,0.5009288943164667,0.6296296296296297,1.1305585239460965,1895.3876150799915,8
0.6104270604604238,0.5977443609022557,1.2081714213626795,0.5885257892688432,0.7037037037037037,1.292229492972547,2084.493745093001,8
0.1191547248130954,0.8871794871794871,1.0063342119925824,0.12209048792268247,0.9166666666666666,1.038757154589349,3101.8421712289564,8
0.565446693731684,0.3298245614035088,0.8952712551351928,0.5602309381013197,0.2777777777777778,0.8380087158790975,2378.681941868039,8
0.5479688701274126,0.575,1.1229688701274125,0.5062033620329139,0.4444444444444444,0.9506478064773584,1729.290721768979,8
