cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions
0.07448988838060276,0.08396946564885496,0.1584593540294577,0.048339687423760054,0.1694915254237288,0.21783121284748885,4
0.08317474607471109,0.022900763358778626,0.10607550943348971,0.0837296003234664,0.1016949152542373,0.18542451557770367,8
0.061224488572575314,0.022900763358778626,0.08412525193135394,0.051442058896761914,0.13559322033898305,0.18703527923574498,12
0.07833191474880266,0.0,0.07833191474880266,0.06397939532172299,0.2033898305084746,0.26736922583019757,16
0.07020261802074794,0.0,0.07020261802074794,0.053467825504860594,0.13559322033898305,0.18906104584384364,19
