cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions
0.05625274493319144,0.7480916030534351,0.8043443479866266,0.04911162820713539,0.7796610169491526,0.828772645156288,4
0.18743699486638246,0.12213740458015267,0.30957439944653514,0.17118340104399193,0.3728813559322034,0.5440647569761954,8
0.14987691530751449,0.10687022900763359,0.25674714431514806,0.14738323534503048,0.3050847457627119,0.45246798110774233,12
0.14527933635345788,0.10687022900763359,0.25214956536109145,0.1326562368045467,0.2033898305084746,0.3360460673130213,16
0.13945942177699475,0.09923664122137404,0.2386960629983688,0.1159773442772883,0.3220338983050847,0.438011242582373,20
