cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions,uncover_train,conflict_train,uncover_test,conflict_test
0.24618227486254973,0.07633587786259542,0.32251815272514517,0.25572600977745724,0.11864406779661017,0.37437007757406743,4,0.4732824427480916,0.014492753623188406,0.4915254237288136,0.0
0.19763541461290748,0.06870229007633588,0.26633770468924334,0.2053288756640472,0.15254237288135594,0.35787124854540314,8,0.33587786259541985,0.25287356321839083,0.3559322033898305,0.2631578947368421
0.18943411727482465,0.06870229007633588,0.2581364073511605,0.19040234160389036,0.15254237288135594,0.3429447144852463,12,0.31297709923664124,0.2777777777777778,0.3220338983050847,0.25
0.18111256904457015,0.06870229007633588,0.24981485912090604,0.19040234160389036,0.15254237288135594,0.3429447144852463,16,0.2824427480916031,0.26595744680851063,0.3220338983050847,0.3
0.16261269008810406,0.061068702290076333,0.22368139237818038,0.15709060352164025,0.1864406779661017,0.3435312814877419,20,0.2366412213740458,0.3,0.23728813559322035,0.37777777777777777
