Iteration,obj,obj_bound,cost,loss,comp,time
1,0.7459451402620186,0.720056515270914,0.29844514026201857,0.1299999999999999,7.0,8.557567380994442
2,0.7057402496795222,0.7057402496795222,0.30824024967952207,0.1299999999999999,6.0,10.319922251990647
3,0.7536137685396205,0.7057402496795222,0.30611376853962047,0.1299999999999999,7.0,13.932337441990967
4,0.766105376124498,0.7057402496795222,0.31110537612449796,0.1399999999999999,7.0,25.432821359994705
5,0.7626399835058306,0.7057402496795222,0.25513998350583067,0.20999999999999996,7.0,53.65101978799794
6,0.7135244289209962,0.7057402496795222,0.2560244289209962,0.20999999999999996,6.0,57.86102140399453
7,0.665513953421362,0.665513953421362,0.258013953421362,0.20999999999999996,5.0,60.848483006993774
8,0.7113159260439113,0.665513953421362,0.27631592604391125,0.17999999999999994,6.0,69.8730450909934
9,0.664781703818533,0.664781703818533,0.294781703818533,0.15999999999999992,5.0,78.4061083199922
10,0.6856005255136057,0.664781703818533,0.33810052551360575,0.1299999999999999,5.0,103.7025891559897
11,0.6900378639950366,0.664781703818533,0.3425378639950366,0.1299999999999999,5.0,117.88384062999103
12,0.6923783617154398,0.664781703818533,0.34487836171543973,0.1299999999999999,5.0,122.79396819799149
13,0.7266481524233196,0.664781703818533,0.2991481524233196,0.16999999999999993,6.0,126.35623503399256
14,0.6838201045938699,0.664781703818533,0.35882010459386987,0.10000000000000009,5.0,165.3943662590027
15,0.7287783115796764,0.664781703818533,0.3762783115796763,0.07000000000000006,6.0,167.52725435099273
16,0.7574870956406641,0.664781703818533,0.32498709564066397,0.10999999999999999,7.0,177.04722450599365
17,0.7722118038464528,0.664781703818533,0.3397118038464528,0.1100000000000001,7.0,193.24712880099833
18,0.7711266905420793,0.664781703818533,0.3236266905420792,0.13,7.0,202.13712235999992
19,0.7267718400668306,0.664781703818533,0.3292718400668305,0.1299999999999999,6.0,206.33514952499536
20,0.6867452918376347,0.664781703818533,0.33174529183763474,0.1399999999999999,5.0,207.20936450498994
21,0.6898304969215074,0.664781703818533,0.34233049692150735,0.1299999999999999,5.0,211.01852689799853
22,0.648182387677836,0.648182387677836,0.33568238767783587,0.1499999999999999,4.0,218.01051015600387
23,0.688900479846181,0.648182387677836,0.326400479846181,0.1499999999999999,5.0,234.34599786899344
24,0.7293034003665666,0.648182387677836,0.28680340036656654,0.18999999999999995,6.0,238.1466549750039
25,0.7659439083886601,0.648182387677836,0.2809439083886601,0.17999999999999994,7.0,247.9807026609924
26,0.8149328620251122,0.648182387677836,0.2799328620251122,0.17999999999999994,8.0,255.08706937800162
27,0.8228032171891417,0.648182387677836,0.3178032171891417,0.1399999999999999,8.0,265.7076626039925
28,0.776416605350885,0.648182387677836,0.29141660535088487,0.17999999999999994,7.0,278.2925660359906
29,0.7696136358618959,0.648182387677836,0.26211363586189573,0.20999999999999996,7.0,284.9172664709913
30,0.8077503013847824,0.648182387677836,0.3252503013847824,0.10999999999999999,8.0,294.206957219998
31,0.7951058744685334,0.648182387677836,0.2601058744685333,0.17999999999999994,8.0,302.90227436099667
32,0.7530119300752978,0.648182387677836,0.2605119300752976,0.18999999999999995,7.0,309.38538364699343
33,0.7144509742810106,0.648182387677836,0.27195097428101045,0.18999999999999995,6.0,320.63159910199465
34,0.7570730035327491,0.648182387677836,0.339573003532749,0.08999999999999986,7.0,333.10230690999015
35,0.7985137111775886,0.648182387677836,0.3310137111775886,0.08999999999999986,8.0,341.8910836610012
36,0.7612711053886163,0.648182387677836,0.2762711053886163,0.17999999999999994,7.0,353.30986809000024
37,0.757337286474814,0.648182387677836,0.29483728647481394,0.15000000000000013,7.0,368.6424126839993
38,0.760464015008693,0.648182387677836,0.3054640150086929,0.14,7.0,371.44892608199734
39,0.8083321308616593,0.648182387677836,0.3033321308616594,0.14,8.0,375.5539628599945
40,0.8045081555645432,0.648182387677836,0.29950815556454324,0.14,8.0,387.20485669698974
41,0.8119805881179426,0.648182387677836,0.3069805881179426,0.14,8.0,394.34545838300255
42,0.8557925411303958,0.648182387677836,0.30079254113039583,0.1399999999999999,9.0,397.9182854469982
43,0.8911694573950939,0.648182387677836,0.33866945739509385,0.06999999999999995,10.0,402.58747314799984
44,0.9260831600291998,0.648182387677836,0.3385831600291997,0.04999999999999982,11.0,407.64476124200155
45,0.8778260020539035,0.648182387677836,0.33282600205390356,0.05999999999999994,10.0,420.86457753999275
46,0.9209627466624553,0.648182387677836,0.3334627466624551,0.04999999999999993,11.0,422.31368142800056
47,0.8670608236954254,0.648182387677836,0.3370608236954253,0.039999999999999925,10.0,449.0997814069997
48,0.9009403562029337,0.648182387677836,0.32844035620293355,0.029999999999999916,11.0,452.3984024379897
49,0.9123232655566225,0.648182387677836,0.3248232655566224,0.04999999999999993,11.0,457.31760252299136
50,0.9476853902282354,0.648182387677836,0.33768539022823535,0.07999999999999996,11.0,461.763537523002
51,0.9891163511807681,0.648182387677836,0.336616351180768,0.06999999999999995,12.0,471.74227622899343
52,1.0310256738594321,0.648182387677836,0.328525673859432,0.06999999999999984,13.0,484.83944374100247
53,0.9878889292508806,0.648182387677836,0.32788892925088037,0.07999999999999985,12.0,487.686012206992
54,1.0360104166904218,0.648182387677836,0.3260104166904217,0.07999999999999985,13.0,491.09098273300333
55,0.9878889292508806,0.648182387677836,0.32788892925088037,0.07999999999999985,12.0,494.11073247699824
56,0.9464579682983478,0.648182387677836,0.3289579682983477,0.08999999999999986,11.0,496.41145451799093
57,0.907037146462208,0.648182387677836,0.332037146462208,0.09999999999999987,10.0,509.9423852409964
58,0.8590307246794504,0.648182387677836,0.33403072467945033,0.09999999999999987,9.0,513.5661166729988
59,0.9042523106298971,0.648182387677836,0.33675231062989713,0.08999999999999986,10.0,517.6492700509989
60,0.9477643279272916,0.648182387677836,0.3002643279272915,0.1299999999999999,11.0,527.0229812859907
61,0.9042523106298971,0.648182387677836,0.33675231062989713,0.08999999999999986,10.0,528.6945215379965
62,0.8696628897628297,0.648182387677836,0.2846628897628297,0.18000000000000005,9.0,535.924189162004
63,0.8640798693771217,0.648182387677836,0.37657986937712157,0.050000000000000044,9.0,551.4473586620006
64,0.8200640333939212,0.648182387677836,0.3825640333939211,0.050000000000000044,8.0,553.3576882630005
65,0.774801591532724,0.648182387677836,0.394801591532724,0.040000000000000036,7.0,556.1593156309973
66,0.7338300911052213,0.648182387677836,0.4188300911052213,0.019999999999999907,6.0,558.0462289159914
67,0.7804168245866256,0.648182387677836,0.41541682458662565,0.019999999999999907,7.0,564.5937541519961
68,0.8266305577285437,0.648182387677836,0.4116305577285437,0.019999999999999907,8.0,567.5368257919909
69,0.8655290117698136,0.648182387677836,0.4080290117698135,0.009999999999999898,9.0,573.6511454239953
70,0.9105258564285779,0.648182387677836,0.3355258564285778,0.09999999999999998,10.0,576.1610625549947
71,0.9188540613555727,0.648182387677836,0.3438540613555727,0.09999999999999987,10.0,583.8287937080022
72,0.8799556073143029,0.648182387677836,0.34745560731430286,0.10999999999999988,9.0,586.0579054959962
73,0.8707695325262674,0.648182387677836,0.3607695325262674,0.07999999999999996,9.0,592.224204320999
74,0.9197012326192908,0.648182387677836,0.3597012326192908,0.07999999999999996,10.0,594.3362766350037
75,0.8716758966144689,0.648182387677836,0.3616758966144688,0.07999999999999996,9.0,594.8810918429954
76,0.8654621675060785,0.648182387677836,0.3554621675060785,0.07999999999999996,9.0,601.1967363650037
77,0.8164072940351084,0.648182387677836,0.35640729403510835,0.07999999999999996,8.0,602.3676247519907
78,0.7690622435819883,0.648182387677836,0.3515622435819882,0.08999999999999986,7.0,605.3410055199929
79,0.8158805441321145,0.648182387677836,0.35588054413211456,0.07999999999999985,8.0,606.6393786679982
80,0.7690622435819883,0.648182387677836,0.3515622435819882,0.08999999999999986,7.0,607.7162928350008
81,0.7685858391395222,0.648182387677836,0.35108583913952207,0.08999999999999986,7.0,613.5431440399989
82,0.8129014954318883,0.648182387677836,0.3529014954318883,0.07999999999999996,8.0,618.0978861920012
83,0.7159578132203238,0.648182387677836,0.27345781322032375,0.18999999999999995,6.0,637.192334937994
84,0.7232927002904795,0.648182387677836,0.3332927002904796,0.1200000000000001,6.0,645.4710219499975
85,0.7698537600336369,0.648182387677836,0.35235376003363694,0.09000000000000008,7.0,649.6337829099939
86,0.7277480579517761,0.648182387677836,0.33774805795177615,0.1200000000000001,6.0,653.9570928890025
87,0.6932497428607046,0.648182387677836,0.33824974286070464,0.14000000000000012,5.0,659.1566902499908
88,0.6414487617092701,0.6414487617092701,0.32144876170927006,0.15999999999999992,4.0,666.2362672149902
89,0.6315254061771377,0.6315254061771377,0.25902540617713765,0.22999999999999998,4.0,674.2811912939942
90,0.6296789425135163,0.6296789425135163,0.28717894251351633,0.18999999999999995,4.0,684.7077962369949
91,0.5911830824325763,0.5911830824325763,0.2461830824325763,0.26,3.0,691.5241712949937
92,0.6388140818792967,0.5911830824325763,0.24381408187929662,0.26,4.0,694.612651545991
93,0.63720042454165,0.5911830824325763,0.2947004245416499,0.18999999999999995,4.0,699.3261709259968
94,0.675645412834537,0.5911830824325763,0.30564541283453706,0.15999999999999992,5.0,711.0985733019916
95,0.7196714334695343,0.5911830824325763,0.2771714334695342,0.18999999999999995,6.0,713.2045788429969
96,0.675645412834537,0.5911830824325763,0.30564541283453706,0.15999999999999992,5.0,715.4016817450029
97,0.7227599810328478,0.5911830824325763,0.31025998103284774,0.1499999999999999,6.0,716.7226573969965
98,0.7663342983027169,0.5911830824325763,0.3338342983027169,0.10999999999999999,7.0,723.8001058469963
99,0.7663342983027169,0.5911830824325763,0.3338342983027169,0.10999999999999999,7.0,739.1329779039952
100,0.6007821959689474,0.5911830824325763,0.31578219596894735,0.17999999999999994,3.0,741.6059763520025
101,0.5431523491816261,0.5431523491816261,0.2931523491816261,0.20000000000000007,2.0,750.9982168499992
102,0.585743413703383,0.5431523491816261,0.300743413703383,0.18000000000000005,3.0,754.0418017030024
103,0.6324926272169524,0.5431523491816261,0.29749262721695235,0.18000000000000005,4.0,756.7157516449952
104,0.5890613285013606,0.5431523491816261,0.31156132850136065,0.16999999999999993,3.0,767.042405123997
105,0.6357928652529952,0.5431523491816261,0.30829286525299526,0.16999999999999993,4.0,769.4400131689908
106,0.609939454672532,0.5431523491816261,0.28993945467253196,0.16000000000000003,4.0,776.2763866280002
107,0.6582295524402356,0.5431523491816261,0.3107295524402356,0.13,5.0,789.5986664230004
108,0.6961939019694352,0.5431523491816261,0.3211939019694352,0.09999999999999998,6.0,799.1794808069972
109,0.7384750440275022,0.5431523491816261,0.31347504402750215,0.09999999999999998,7.0,803.1457042339898
110,0.6937907107507943,0.5431523491816261,0.3187907107507943,0.09999999999999998,6.0,811.0914863609942
111,0.7390797999312864,0.5431523491816261,0.3215797999312863,0.08999999999999997,7.0,811.9301321700041
112,0.6909737494222277,0.5431523491816261,0.3234737494222276,0.08999999999999997,6.0,818.651732607992
113,0.7394290450527836,0.5431523491816261,0.32192904505278364,0.08999999999999997,7.0,820.7994843549968
114,0.7832754327378054,0.5431523491816261,0.3157754327378054,0.09000000000000008,8.0,824.7775681799976
115,0.7379863435573134,0.5431523491816261,0.31298634355731336,0.10000000000000009,7.0,825.7859700830013
116,0.7866357846940044,0.5431523491816261,0.3116357846940044,0.10000000000000009,8.0,831.4852550409996
117,0.7379863435573134,0.5431523491816261,0.31298634355731336,0.10000000000000009,7.0,832.291451593992
118,0.7004958724060519,0.5431523491816261,0.3329958724060518,0.08999999999999997,6.0,838.9775586079923
119,0.7457849615865438,0.5431523491816261,0.3357849615865438,0.07999999999999996,7.0,839.8093851379963
120,0.6986678168394407,0.5431523491816261,0.33866781683944064,0.08000000000000007,6.0,846.6799872239935
121,0.7367523870338486,0.5431523491816261,0.3117523870338486,0.09999999999999998,7.0,854.1878823009902
122,0.7748305225548184,0.5431523491816261,0.33733052255481843,0.050000000000000044,8.0,857.1738221470005
123,0.8227366516908814,0.5431523491816261,0.34273665169088136,0.040000000000000036,9.0,862.440638539003
124,0.8599491526924803,0.5431523491816261,0.35994915269248023,0.0,10.0,870.4978734979959
125,0.8599491526924803,0.5431523491816261,0.35994915269248023,0.0,10.0,871.2521782359981
126,0.8120430235564173,0.5431523491816261,0.3545430235564173,0.010000000000000009,9.0,873.8310057490016
127,0.8119395095704722,0.5431523491816261,0.3544395095704722,0.009999999999999898,9.0,893.0423369199998
128,0.7965583754729182,0.5431523491816261,0.2865583754729181,0.07999999999999996,9.0,897.2369779989967
129,0.8281034427212581,0.5431523491816261,0.2606034427212581,0.08999999999999997,10.0,901.1312996549968
130,0.8752549655951007,0.5431523491816261,0.2577549655951006,0.08999999999999997,11.0,903.1438710399962
131,0.8299658764146086,0.5431523491816261,0.25496587641460855,0.09999999999999998,10.0,904.0477641079924
132,0.8732753912496147,0.5431523491816261,0.2557753912496147,0.08999999999999997,11.0,904.7197316379898
133,0.825338459158208,0.5431523491816261,0.257838459158208,0.08999999999999997,10.0,913.2906528119929
134,0.7820289443232019,0.5431523491816261,0.2570289443232019,0.09999999999999998,9.0,914.1959771149996
