iteration,gamma,cost,loss,obj
14,0.4,0.059329224707761065,0.3,0.17932922470776108
14,0.5,0.059329224707761065,0.3,0.20932922470776108
14,0.6,0.059329224707761065,0.3,0.23932922470776105
14,0.7,0.059329224707761065,0.3,0.26932922470776105
14,0.8,0.1305992642207186,0.2,0.2905992642207186
14,0.9,0.29999981650339275,0.0,0.29999981650339275
14,1.0,0.29999981650339275,0.0,0.29999981650339275
15,0.1,0.05599998281437524,0.4,0.09599998281437525
15,0.2,0.08053284878526114,0.2,0.12053284878526113
15,0.3,0.08053284878526114,0.2,0.14053284878526112
15,0.4,0.08053284878526115,0.2,0.16053284878526117
15,0.5,0.08053284878526114,0.2,0.18053284878526116
15,0.6,0.08053284878526114,0.2,0.20053284878526112
15,0.7,0.08053284878526114,0.2,0.22053284878526114
15,0.8,0.08053284878526114,0.2,0.24053284878526116
15,0.9,0.08053284878526114,0.2,0.2605328487852611
15,1.0,0.08053284878526121,0.2,0.2805328487852612
16,0.1,0.05599998281437524,0.2,0.07599998281437523
16,0.2,0.05599998281437524,0.2,0.09599998281437525
16,0.3,0.07600296703754977,0.1,0.10600296703754977
16,0.4,0.07600296703754983,0.1,0.11600296703754984
16,0.5,0.07600296703754977,0.1,0.12600296703754976
16,0.6,0.07600296703754977,0.1,0.13600296703754977
16,0.7,0.07600296703754977,0.1,0.14600296703754978
16,0.8,0.07600296703754977,0.1,0.1560029670375498
16,0.9,0.07600296703754977,0.1,0.16600296703754977
16,1.0,0.07600296703754977,0.1,0.17600296703754975
17,0.1,0.0,1.0,0.1
17,0.2,0.0,1.0,0.2
17,0.3,0.0,1.0,0.3
17,0.4,0.14326828160522814,0.6,0.3832682816052282
17,0.5,0.19059129689458815,0.5,0.44059129689458815
17,0.6,0.19059129689458815,0.5,0.49059129689458814
17,0.7,0.19059129689458815,0.5,0.5405912968945882
17,0.8,0.19059129689458815,0.5,0.5905912968945881
17,0.9,0.19059129689458815,0.5,0.6405912968945882
17,1.0,0.19059129689458815,0.5,0.6905912968945882
18,0.1,0.0,1.0,0.1
18,0.2,0.0,1.0,0.2
18,0.3,0.0,1.0,0.3
18,0.4,0.1404649500663911,0.6,0.38046495006639114
18,0.5,0.1404649500663911,0.6,0.44046495006639114
18,0.6,0.14046495006639104,0.6,0.500464950066391
18,0.7,0.14046495006639104,0.6,0.560464950066391
18,0.8,0.14046495006639104,0.6,0.6204649500663911
18,0.9,0.22398207644304474,0.5,0.6739820764430448
18,1.0,0.413290299697748,0.3,0.7132902996977479
19,0.1,0.05599998281437524,0.1,0.06599998281437523
19,0.2,0.05599998281437524,0.1,0.07599998281437523
19,0.3,0.05599998281437524,0.1,0.08599998281437524
19,0.4,0.05599998281437524,0.1,0.09599998281437525
19,0.5,0.05599998281437524,0.1,0.10599998281437524
19,0.6,0.11466661790187019,0.0,0.11466661790187019
19,0.7,0.11466661790187019,0.0,0.11466661790187019
19,0.8,0.11466661790187019,0.0,0.11466661790187019
19,0.9,0.11466661790187019,0.0,0.11466661790187019
19,1.0,0.11466661790187019,0.0,0.11466661790187019
20,0.1,0.05599998281437524,0.1,0.06599998281437523
20,0.2,0.05599998281437524,0.1,0.07599998281437523
20,0.3,0.05599998281437524,0.1,0.08599998281437524
20,0.4,0.05599998281437524,0.1,0.09599998281437525
20,0.5,0.05599998281437524,0.1,0.10599998281437524
20,0.6,0.05599998281437524,0.1,0.11599998281437522
20,0.7,0.05599998281437524,0.1,0.12599998281437524
20,0.8,0.05599998281437524,0.1,0.13599998281437525
20,0.9,0.05599998281437524,0.1,0.14599998281437526
20,1.0,0.05599998281437524,0.1,0.15599998281437524
21,0.1,0.05599998281437524,0.1,0.06599998281437523
21,0.2,0.05599998281437524,0.1,0.07599998281437523
21,0.3,0.05599998281437524,0.1,0.08599998281437524
21,0.4,0.05599998281437524,0.1,0.09599998281437525
21,0.5,0.05599998281437524,0.1,0.10599998281437524
21,0.6,0.11466661790187019,0.0,0.11466661790187019
21,0.7,0.11466661790187019,0.0,0.11466661790187019
21,0.8,0.11466661790187019,0.0,0.11466661790187019
21,0.9,0.11466661790187019,0.0,0.11466661790187019
21,1.0,0.11466661790187019,0.0,0.11466661790187019
22,0.1,0.0,1.0,0.1
22,0.2,0.0,1.0,0.2
22,0.3,0.0,1.0,0.3
22,0.4,0.14326828160522814,0.6,0.3832682816052282
22,0.5,0.19059129689458815,0.5,0.44059129689458815
22,0.6,0.19059129689458815,0.5,0.49059129689458814
22,0.7,0.19059129689458815,0.5,0.5405912968945882
22,0.8,0.19059129689458815,0.5,0.5905912968945881
22,0.9,0.19059129689458815,0.5,0.6405912968945882
22,1.0,0.19059129689458815,0.5,0.6905912968945882
23,0.1,0.05599998281437524,0.2,0.07599998281437523
23,0.2,0.05599998281437524,0.2,0.09599998281437525
23,0.3,0.05599998281437524,0.2,0.11599998281437522
23,0.4,0.05599998281437524,0.2,0.13599998281437525
23,0.5,0.05599998281437524,0.2,0.15599998281437524
23,0.6,0.05599998281437524,0.2,0.17599998281437523
23,0.7,0.05599998281437524,0.2,0.19599998281437522
23,0.8,0.05599998281437524,0.2,0.21599998281437527
23,0.9,0.05599998281437524,0.2,0.23599998281437523
23,1.0,0.05599998281437524,0.2,0.2559999828143752
24,0.1,0.06259430434250866,0.1,0.07259430434250866
24,0.2,0.06259430434250868,0.1,0.08259430434250867
24,0.3,0.06259430434250868,0.1,0.09259430434250868
24,0.4,0.06259430434250868,0.1,0.10259430434250869
24,0.5,0.06259430434250868,0.1,0.11259430434250868
24,0.6,0.06259430434250868,0.1,0.12259430434250866
24,0.7,0.06259430434250868,0.1,0.13259430434250868
24,0.8,0.06259430434250868,0.1,0.1425943043425087
24,0.9,0.06259430434250869,0.1,0.1525943043425087
24,1.0,0.06259430434250869,0.1,0.1625943043425087
25,0.1,0.059329224707761065,0.3,0.08932922470776107
25,0.2,0.059329224707761065,0.3,0.11932922470776108
25,0.3,0.059329224707761065,0.3,0.14932922470776105
25,0.4,0.059329224707761065,0.3,0.17932922470776108
25,0.5,0.059329224707761065,0.3,0.20932922470776108
25,0.6,0.059329224707761065,0.3,0.23932922470776105
25,0.7,0.059329224707761065,0.3,0.26932922470776105
25,0.8,0.1305992642207186,0.2,0.2905992642207186
25,0.9,0.29999981650339275,0.0,0.29999981650339275
25,1.0,0.29999981650339275,0.0,0.29999981650339275
26,0.1,0.06262676263886849,0.2,0.0826267626388685
26,0.2,0.07494338229154782,0.1,0.09494338229154782
26,0.3,0.07494338229154782,0.1,0.1049433822915478
26,0.4,0.07494338229154782,0.1,0.11494338229154781
26,0.5,0.07494338219154781,0.1,0.12494338219154781
26,0.6,0.07494338229154782,0.1,0.13494338229154781
26,0.7,0.07494338229154779,0.1,0.1449433822915478
26,0.8,0.07494338229154782,0.1,0.1549433822915478
26,0.9,0.07494338229154782,0.1,0.1649433822915478
26,1.0,0.07494338229154816,0.1,0.17494338229154818
27,0.1,0.0,1.0,0.1
27,0.2,0.0,1.0,0.2
27,0.3,0.025952506996472002,0.9,0.29595250699647196
27,0.4,0.29999981650339275,0.1,0.3399998165033927
27,0.5,0.29999981650339275,0.1,0.34999981650339274
27,0.6,0.29999981650339275,0.1,0.35999981650339274
27,0.7,0.29999981650339275,0.1,0.36999981650339275
27,0.8,0.29999981650339275,0.1,0.37999981650339276
27,0.9,0.29999981650339275,0.1,0.38999981650339277
27,1.0,0.29999981650339275,0.1,0.3999998165033928
28,0.1,0.0628629045541942,0.2,0.0828629045541942
28,0.2,0.0628629045541942,0.2,0.1028629045541942
28,0.3,0.0628629045541942,0.2,0.1228629045541942
28,0.4,0.0628629045541942,0.2,0.1428629045541942
28,0.5,0.0628629045541942,0.2,0.1628629045541942
28,0.6,0.0628629045541942,0.2,0.1828629045541942
28,0.7,0.0628629045541942,0.2,0.20286290455419417
28,0.8,0.0628629045541942,0.2,0.2228629045541942
28,0.9,0.0628629045541942,0.2,0.2428629045541942
28,1.0,0.0628629045541942,0.2,0.2628629045541942
29,0.1,0.0562766050888688,0.3,0.08627660508886881
29,0.2,0.0562766050888688,0.3,0.1162766050888688
29,0.3,0.0562766050888688,0.3,0.1462766050888688
29,0.4,0.0562766050888688,0.3,0.17627660508886883
29,0.5,0.0562766050888688,0.3,0.20627660508886878
29,0.6,0.0562766050888688,0.3,0.23627660508886877
29,0.7,0.0562766050888688,0.3,0.26627660508886875
29,0.8,0.0562766050888688,0.3,0.2962766050888688
29,0.9,0.29999981650339275,0.0,0.29999981650339275
29,1.0,0.29999981650339275,0.0,0.29999981650339275
30,0.1,0.05599998281437524,0.1,0.06599998281437523
30,0.2,0.05599998281437524,0.1,0.07599998281437523
30,0.3,0.05599998281437524,0.1,0.08599998281437524
30,0.4,0.05599998281437524,0.1,0.09599998281437525
30,0.5,0.05599998281437524,0.1,0.10599998281437524
30,0.6,0.05599998281437524,0.1,0.11599998281437522
30,0.7,0.05599998281437524,0.1,0.12599998281437524
30,0.8,0.05599998281437524,0.1,0.13599998281437525
30,0.9,0.05599998281437524,0.1,0.14599998281437526
30,1.0,0.05599998281437524,0.1,0.15599998281437524
31,0.1,0.05599998281437524,0.1,0.06599998281437523
31,0.2,0.05599998281437524,0.1,0.07599998281437523
31,0.3,0.05599998281437524,0.1,0.08599998281437524
31,0.4,0.05599998281437524,0.1,0.09599998281437525
31,0.5,0.05599998281437524,0.1,0.10599998281437524
31,0.6,0.05599998281437524,0.1,0.11599998281437522
31,0.7,0.05599998281437524,0.1,0.12599998281437524
31,0.8,0.05599998281437524,0.1,0.13599998281437525
31,0.9,0.05599998281437524,0.1,0.14599998281437526
31,1.0,0.05599998281437524,0.1,0.15599998281437524
32,0.1,0.05599998281437524,0.2,0.07599998281437523
32,0.2,0.05599998281437524,0.2,0.09599998281437525
32,0.3,0.07992000724345708,0.1,0.10992000724345707
32,0.4,0.07992000724345708,0.1,0.11992000724345706
32,0.5,0.07992000724345708,0.1,0.12992000724345706
32,0.6,0.07992000724345708,0.1,0.13992000724345707
32,0.7,0.07992000724345706,0.1,0.14992000724345705
32,0.8,0.07992000724345708,0.1,0.15992000724345706
32,0.9,0.07992000724345708,0.1,0.16992000724345707
32,1.0,0.07992000724345708,0.1,0.17992000724345708
33,0.1,0.059329224707761065,0.3,0.08932922470776107
33,0.2,0.059329224707761065,0.3,0.11932922470776108
33,0.3,0.059329224707761065,0.3,0.14932922470776105
33,0.4,0.059329224707761065,0.3,0.17932922470776108
33,0.5,0.059329224707761065,0.3,0.20932922470776108
33,0.6,0.059329224707761065,0.3,0.23932922470776105
33,0.7,0.059329224707761065,0.3,0.26932922470776105
33,0.8,0.1305992642207186,0.2,0.2905992642207186
33,0.9,0.29999981650339275,0.0,0.29999981650339275
33,1.0,0.29999981650339275,0.0,0.29999981650339275
34,0.1,0.05599998281437524,0.1,0.06599998281437523
34,0.2,0.05599998281437524,0.1,0.07599998281437523
34,0.3,0.05599998281437524,0.1,0.08599998281437524
34,0.4,0.05599998281437524,0.1,0.09599998281437525
34,0.5,0.05599998281437524,0.1,0.10599998281437524
34,0.6,0.11466661790187019,0.0,0.11466661790187019
34,0.7,0.11466661790187019,0.0,0.11466661790187019
34,0.8,0.11466661790187019,0.0,0.11466661790187019
34,0.9,0.11466661790187019,0.0,0.11466661790187019
34,1.0,0.11466661790187019,0.0,0.11466661790187019
35,0.1,0.0,1.0,0.1
35,0.2,0.0,1.0,0.2
35,0.3,0.025952506996472002,0.9,0.29595250699647196
35,0.4,0.29999981650339275,0.1,0.3399998165033927
35,0.5,0.29999981650339275,0.1,0.34999981650339274
35,0.6,0.29999981650339275,0.1,0.35999981650339274
35,0.7,0.29999981650339275,0.1,0.36999981650339275
35,0.8,0.29999981650339275,0.1,0.37999981650339276
35,0.9,0.29999981650339275,0.1,0.38999981650339277
35,1.0,0.29999981650339275,0.1,0.3999998165033928
36,0.1,0.06262676263886849,0.2,0.0826267626388685
36,0.2,0.07494338229154782,0.1,0.09494338229154782
36,0.3,0.07494338229154782,0.1,0.1049433822915478
36,0.4,0.07494338229154782,0.1,0.11494338229154781
36,0.5,0.07494338219154781,0.1,0.12494338219154781
36,0.6,0.07494338229154782,0.1,0.13494338229154781
36,0.7,0.07494338229154779,0.1,0.1449433822915478
36,0.8,0.07494338229154782,0.1,0.1549433822915478
36,0.9,0.07494338229154782,0.1,0.1649433822915478
36,1.0,0.07494338229154816,0.1,0.17494338229154818
37,0.1,0.05599998281437524,0.4,0.09599998281437525
37,0.2,0.08539760999669574,0.2,0.12539760999669575
37,0.3,0.0853976099966958,0.2,0.14539760999669576
37,0.4,0.08539760999669578,0.2,0.16539760999669578
37,0.5,0.08539760999669575,0.2,0.18539760999669577
37,0.6,0.08539760999669575,0.2,0.20539760999669573
37,0.7,0.08539760999669575,0.2,0.22539760999669575
37,0.8,0.08539760999669578,0.2,0.24539760999669577
37,0.9,0.08539760999669582,0.2,0.2653976099966958
37,1.0,0.0853976096966958,0.2,0.2853976096966958
38,0.1,0.05599998281437524,0.3,0.08599998281437524
38,0.2,0.05599998281437524,0.3,0.11599998281437525
38,0.3,0.05599998281437524,0.3,0.14599998281437523
38,0.4,0.05599998281437524,0.3,0.17599998281437526
38,0.5,0.05599998281437524,0.3,0.2059999828143752
38,0.6,0.05599998281437524,0.3,0.2359999828143752
38,0.7,0.12153852131863492,0.2,0.2615385213186349
38,0.8,0.12153852131863492,0.2,0.28153852131863494
38,0.9,0.20493306587317894,0.1,0.2949330658731789
38,1.0,0.20493306587317894,0.1,0.3049330658731789
39,0.1,0.05599998281437524,0.3,0.08599998281437524
39,0.2,0.05599998281437524,0.3,0.11599998281437525
39,0.3,0.05599998281437524,0.3,0.14599998281437523
39,0.4,0.05599998281437524,0.3,0.17599998281437526
39,0.5,0.05599998281437524,0.3,0.2059999828143752
39,0.6,0.05599998281437524,0.3,0.2359999828143752
39,0.7,0.12153852131863492,0.2,0.2615385213186349
39,0.8,0.12153852131863492,0.2,0.28153852131863494
39,0.9,0.20493306587317894,0.1,0.2949330658731789
39,1.0,0.20493306587317894,0.1,0.3049330658731789
40,0.1,0.0,1.0,0.1
40,0.2,0.0,1.0,0.2
40,0.3,0.0,1.0,0.3
40,0.4,0.0,1.0,0.4
40,0.5,0.21298567779773964,0.5,0.46298567779773964
40,0.6,0.21298567779773964,0.5,0.5129856777977396
40,0.7,0.21298567779773964,0.5,0.5629856777977397
40,0.8,0.21298567779773964,0.5,0.6129856777977396
40,0.9,0.21298567779773964,0.5,0.6629856777977396
40,1.0,0.21298567779773964,0.5,0.7129856777977397
41,0.1,0.059329224707761065,0.3,0.08932922470776107
41,0.2,0.059329224707761065,0.3,0.11932922470776108
41,0.3,0.059329224707761065,0.3,0.14932922470776105
41,0.4,0.059329224707761065,0.3,0.17932922470776108
41,0.5,0.059329224707761065,0.3,0.20932922470776108
41,0.6,0.059329224707761065,0.3,0.23932922470776105
41,0.7,0.059329224707761065,0.3,0.26932922470776105
41,0.8,0.1305992642207186,0.2,0.2905992642207186
41,0.9,0.29999981650339275,0.0,0.29999981650339275
41,1.0,0.29999981650339275,0.0,0.29999981650339275
42,0.1,0.05599998281437524,0.2,0.07599998281437523
42,0.2,0.05599998281437524,0.2,0.09599998281437525
42,0.3,0.05599998281437524,0.2,0.11599998281437522
42,0.4,0.05599998281437524,0.2,0.13599998281437525
42,0.5,0.05599998281437524,0.2,0.15599998281437524
42,0.6,0.05599998281437524,0.2,0.17599998281437523
42,0.7,0.05599998281437524,0.2,0.19599998281437522
42,0.8,0.05599998281437524,0.2,0.21599998281437527
42,0.9,0.05599998281437524,0.2,0.23599998281437523
42,1.0,0.05599998281437524,0.2,0.2559999828143752
43,0.1,0.05599998281437524,0.1,0.06599998281437523
43,0.2,0.05599998281437524,0.1,0.07599998281437523
43,0.3,0.05599998281437524,0.1,0.08599998281437524
43,0.4,0.05599998281437524,0.1,0.09599998281437525
43,0.5,0.05599998281437524,0.1,0.10599998281437524
43,0.6,0.05599998281437524,0.1,0.11599998281437522
43,0.7,0.05599998281437524,0.1,0.12599998281437524
43,0.8,0.05599998281437524,0.1,0.13599998281437525
43,0.9,0.05599998281437524,0.1,0.14599998281437526
43,1.0,0.05599998281437524,0.1,0.15599998281437524
44,0.1,0.0562766050888688,0.3,0.08627660508886881
44,0.2,0.0562766050888688,0.3,0.1162766050888688
44,0.3,0.0562766050888688,0.3,0.1462766050888688
44,0.4,0.0562766050888688,0.3,0.17627660508886883
44,0.5,0.0562766050888688,0.3,0.20627660508886878
44,0.6,0.0562766050888688,0.3,0.23627660508886877
44,0.7,0.0562766050888688,0.3,0.26627660508886875
44,0.8,0.0562766050888688,0.3,0.2962766050888688
44,0.9,0.29999981650339275,0.0,0.29999981650339275
44,1.0,0.29999981650339275,0.0,0.29999981650339275
45,0.1,0.0,1.0,0.1
45,0.2,0.0,1.0,0.2
45,0.3,0.025952506996472002,0.9,0.29595250699647196
45,0.4,0.29999981650339275,0.1,0.3399998165033927
45,0.5,0.29999981650339275,0.1,0.34999981650339274
45,0.6,0.29999981650339275,0.1,0.35999981650339274
45,0.7,0.29999981650339275,0.1,0.36999981650339275
45,0.8,0.29999981650339275,0.1,0.37999981650339276
45,0.9,0.29999981650339275,0.1,0.38999981650339277
45,1.0,0.29999981650339275,0.1,0.3999998165033928
46,0.1,0.05599998281437524,0.3,0.08599998281437524
46,0.2,0.05599998281437524,0.3,0.11599998281437525
46,0.3,0.05599998281437524,0.3,0.14599998281437523
46,0.4,0.05599998281437524,0.3,0.17599998281437526
46,0.5,0.05599998281437524,0.3,0.2059999828143752
46,0.6,0.05599998281437524,0.3,0.2359999828143752
46,0.7,0.1845359071231496,0.1,0.25453590712314955
46,0.8,0.1845359071231496,0.1,0.2645359071231496
46,0.9,0.18453590712314955,0.1,0.27453590712314957
46,1.0,0.18453590712314955,0.1,0.2845359071231496
47,0.1,0.0562766050888688,0.3,0.08627660508886881
47,0.2,0.0562766050888688,0.3,0.1162766050888688
47,0.3,0.0562766050888688,0.3,0.1462766050888688
47,0.4,0.0562766050888688,0.3,0.17627660508886883
47,0.5,0.0562766050888688,0.3,0.20627660508886878
47,0.6,0.0562766050888688,0.3,0.23627660508886877
47,0.7,0.0562766050888688,0.3,0.26627660508886875
47,0.8,0.0562766050888688,0.3,0.2962766050888688
47,0.9,0.29999981650339275,0.0,0.29999981650339275
47,1.0,0.29999981650339275,0.0,0.29999981650339275
48,0.1,0.0,1.0,0.1
48,0.2,0.0,1.0,0.2
48,0.3,0.0,1.0,0.3
48,0.4,0.1404649500663911,0.6,0.38046495006639114
48,0.5,0.1404649500663911,0.6,0.44046495006639114
48,0.6,0.14046495006639104,0.6,0.500464950066391
48,0.7,0.14046495006639104,0.6,0.560464950066391
48,0.8,0.14046495006639104,0.6,0.6204649500663911
48,0.9,0.22398207644304474,0.5,0.6739820764430448
48,1.0,0.413290299697748,0.3,0.7132902996977479
49,0.1,0.05599998281437524,0.3,0.08599998281437524
49,0.2,0.05599998281437524,0.3,0.11599998281437525
49,0.3,0.05599998281437524,0.3,0.14599998281437523
49,0.4,0.05599998281437524,0.3,0.17599998281437526
49,0.5,0.05599998281437524,0.3,0.2059999828143752
49,0.6,0.05599998281437524,0.3,0.2359999828143752
49,0.7,0.1845359071231496,0.1,0.25453590712314955
49,0.8,0.1845359071231496,0.1,0.2645359071231496
49,0.9,0.18453590712314955,0.1,0.27453590712314957
49,1.0,0.1845359071231496,0.1,0.2845359071231496
50,0.1,0.06259430434250866,0.1,0.07259430434250866
50,0.2,0.06259430434250868,0.1,0.08259430434250867
50,0.3,0.06259430434250868,0.1,0.09259430434250868
50,0.4,0.06259430434250868,0.1,0.10259430434250869
50,0.5,0.06259430434250868,0.1,0.11259430434250868
50,0.6,0.06259430434250868,0.1,0.12259430434250866
50,0.7,0.06259430434250868,0.1,0.13259430434250868
50,0.8,0.06259430434250868,0.1,0.1425943043425087
50,0.9,0.06259430434250869,0.1,0.1525943043425087
50,1.0,0.06259430434250869,0.1,0.1625943043425087
51,0.1,0.05599998281437524,0.2,0.07599998281437523
