cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,time,n_actions
0.034319071533305705,0.9127725856697819,0.9470916572030876,0.05921955171090612,0.8717948717948718,0.9310144235057779,22.586588397010928,8
0.015078282794145631,0.9575163398692811,0.9725946226634267,0.003481480484796928,1.0,1.003481480484797,18.31820713399793,8
0.017138311530282137,0.9647435897435898,0.9818819012738719,0.04639728359352489,0.9375,0.9838972835935249,18.39195670199115,8
0.04502550867679818,0.8790849673202614,0.9241104759970596,0.06241317862113246,0.8974358974358975,0.95984907605703,19.51598808701965,8
0.03659129893518972,0.9235668789808917,0.9601581779160815,0.052384729834683584,0.8387096774193549,0.8910944072540384,19.093715805007378,8
0.05590836573758339,0.8296529968454258,0.8855613625830092,0.03258458909904352,0.967741935483871,1.0003265245829145,21.20484394498635,8
0.06290725711184977,0.8954248366013072,0.958332093713157,0.04923355280041798,0.9142857142857143,0.9635192670861322,19.213541091012303,8
0.03653702459209165,0.8636363636363636,0.9001733882284553,0.030000944757055757,0.90625,0.9362509447570557,20.670662077027373,8
0.01944824439771143,0.9733333333333334,0.9927815777310448,0.02756626910209639,0.9393939393939394,0.9669602084960358,19.60346162202768,8
0.020536242874653495,0.9453376205787781,0.9658738634534316,0.02975387808741941,0.896551724137931,0.9263056022253504,20.055374425021,8
